"seq","sec","x","y"
25100,125.5,-6.602643966674805,0.5174156427383423
25101,125.505,-6.600635051727295,0.5272154808044434
25102,125.51,-6.598660469055176,0.5370222926139832
25103,125.515,-6.596718788146973,0.5468409657478333
25104,125.52,-6.594830513000488,0.5566701292991638
25105,125.525,-6.592996597290039,0.5665094256401062
25106,125.53,-6.591216564178467,0.5763586163520813
25107,125.535,-6.58949089050293,0.5862175822257996
25108,125.54,-6.5878190994262695,0.5960857272148132
25109,125.545,-6.5862016677856445,0.6059629917144775
25110,125.55,-6.5846381187438965,0.615848958492279
25111,125.555,-6.583128929138184,0.6257433891296387
25112,125.56,-6.581674575805664,0.635645866394043
25113,125.565,-6.5802741050720215,0.6455562710762024
25114,125.57,-6.578928470611572,0.6554742455482483
25115,125.575,-6.57763671875,0.6653993725776672
25116,125.58,-6.576399803161621,0.6753314733505249
25117,125.585,-6.575217247009277,0.6852701902389526
25118,125.59,-6.574089527130127,0.6952152252197266
25119,125.595,-6.57301664352417,0.7051662802696228
25120,125.6,-6.57199764251709,0.7151231169700623
25121,125.605,-6.571033954620361,0.7250853776931763
25122,125.61,-6.570124626159668,0.7350528240203857
25123,125.615,-6.569397449493408,0.743540346622467
25124,125.62,-6.568701267242432,0.7520155310630798
25125,125.625,-6.568034648895264,0.7604929208755493
25126,125.63,-6.567397117614746,0.768972635269165
25127,125.635,-6.566789627075195,0.7774544954299927
25128,125.64,-6.566211700439453,0.7859385013580322
25129,125.645,-6.565663814544678,0.7944243550300598
25130,125.65,-6.565145492553711,0.8029121160507202
25131,125.655,-6.5646562576293945,0.8114016056060791
25132,125.66,-6.564197063446045,0.8198927640914917
25133,125.665,-6.563766956329346,0.8283854722976685
25134,125.67,-6.563366889953613,0.8368797302246094
25135,125.675,-6.5629963874816895,0.8453752994537354
25136,125.68,-6.562655448913574,0.8538720607757568
25137,125.685,-6.562344551086426,0.862369954586029
25138,125.69,-6.562062740325928,0.8708689212799072
25139,125.695,-6.561810493469238,0.8793688416481018
25140,125.7,-6.561588287353516,0.8878694772720337
25141,125.705,-6.561395645141602,0.8963709473609924
25142,125.71,-6.561232089996338,0.9048730134963989
25143,125.715,-6.561121940612793,0.9118878841400146
